id_tubarao,tempo,lat,lon,comportamento,p_forrageio
1,2024-01-01 05:40:00,6.35115,60.026707,transitando,0.5752
1,2024-01-01 05:45:00,6.350949,60.028679,transitando,0.6251
1,2024-01-01 05:50:00,6.350955,60.03249,transitando,0.6015
1,2024-01-01 05:55:00,6.347909,60.031424,transitando,0.5692
1,2024-01-01 06:00:00,6.347617,60.030199,transitando,0.6242
1,2024-01-01 06:05:00,6.344676,60.033049,transitando,0.5513
1,2024-01-01 06:10:00,6.347328,60.032288,transitando,0.4853
1,2024-01-01 06:15:00,6.34182,60.032249,transitando,0.4404
1,2024-01-01 06:20:00,6.33445,60.031801,transitando,0.5631
1,2024-01-01 06:25:00,6.339037,60.032246,transitando,0.5098
1,2024-01-01 06:30:00,6.341684,60.034538,transitando,0.519
1,2024-01-01 06:35:00,6.341746,60.038726,transitando,0.4072
1,2024-01-01 06:40:00,6.348027,60.039294,transitando,0.7341
1,2024-01-01 06:45:00,6.349277,60.039233,transitando,0.5423
1,2024-01-01 06:50:00,6.347398,60.039274,transitando,0.5132
1,2024-01-01 06:55:00,6.345921,60.042362,transitando,0.5346
1,2024-01-01 07:00:00,6.344561,60.041895,transitando,0.5661
1,2024-01-01 07:05:00,6.346193,60.043215,transitando,0.6271
1,2024-01-01 07:10:00,6.344374,60.043607,transitando,0.5839
1,2024-01-01 07:15:00,6.342657,60.043273,transitando,0.4053
1,2024-01-01 07:20:00,6.342921,60.048791,transitando,0.4877
1,2024-01-01 07:25:00,6.33261,60.047443,transitando,0.5029
1,2024-01-01 07:30:00,6.331631,60.044413,transitando,0.6425
1,2024-01-01 07:35:00,6.330563,60.0418,transitando,0.4515
1,2024-01-01 07:40:00,6.33671,60.036138,transitando,0.5133
1,2024-01-01 07:45:00,6.337562,60.033499,transitando,0.623
1,2024-01-01 07:50:00,6.335371,60.033049,busca,0.6249
1,2024-01-01 07:55:00,6.333594,60.030417,busca,0.5082
1,2024-01-01 08:00:00,6.334941,60.032807,busca,0.6582
1,2024-01-01 08:05:00,6.335537,60.031604,busca,0.6018
1,2024-01-01 08:10:00,6.33561,60.036119,busca,0.7211
1,2024-01-01 08:15:00,6.335855,60.034876,forrageando,0.5626
1,2024-01-01 08:20:00,6.333847,60.037169,forrageando,0.524
1,2024-01-01 08:25:00,6.334954,60.035493,forrageando,0.649
1,2024-01-01 08:30:00,6.33379,60.03843,forrageando,0.4834
1,2024-01-01 08:35:00,6.327962,60.04702,forrageando,0.381
1,2024-01-01 08:40:00,6.325098,60.043601,forrageando,0.6094
1,2024-01-01 08:45:00,6.326392,60.043729,forrageando,0.571
1,2024-01-01 08:50:00,6.326111,60.041974,forrageando,0.4612
1,2024-01-01 08:55:00,6.320941,60.037989,forrageando,0.502
1,2024-01-01 09:00:00,6.321971,60.034385,forrageando,0.5577
1,2024-01-01 09:05:00,6.320943,60.036811,forrageando,0.5043
1,2024-01-01 09:10:00,6.318138,60.034319,forrageando,0.4634
1,2024-01-01 09:15:00,6.324381,60.025418,forrageando,0.5363
1,2024-01-01 09:20:00,6.322532,60.023523,forrageando,0.4231
1,2024-01-01 09:25:00,6.317307,60.021885,forrageando,0.4889
1,2024-01-01 09:30:00,6.318412,60.017973,forrageando,0.6238
1,2024-01-01 09:35:00,6.317733,60.016195,forrageando,0.5123
1,2024-01-01 09:40:00,6.318143,60.012217,forrageando,0.4397
1,2024-01-01 09:45:00,6.317571,60.007413,forrageando,0.4737
1,2024-01-01 09:50:00,6.308754,60.005731,forrageando,0.4264
1,2024-01-01 09:55:00,6.315982,60.000094,forrageando,0.4488
1,2024-01-01 10:00:00,6.318413,60.006854,forrageando,0.4491
1,2024-01-01 10:05:00,6.316599,60.000702,forrageando,0.4045
1,2024-01-01 10:10:00,6.32386,59.995073,forrageando,0.4822
1,2024-01-01 10:15:00,6.324928,59.990798,forrageando,0.5445
1,2024-01-01 10:20:00,6.324539,59.991277,forrageando,0.4035
1,2024-01-01 10:25:00,6.319089,59.994941,forrageando,0.4069
1,2024-01-01 10:30:00,6.312315,59.98263,forrageando,0.4199
1,2024-01-01 10:35:00,6.30551,59.984275,forrageando,0.2935
1,2024-01-01 10:40:00,6.305822,59.978517,forrageando,0.302
1,2024-01-01 10:45:00,6.312162,59.993703,forrageando,0.4872
1,2024-01-01 10:50:00,6.309785,59.992227,forrageando,0.3063
1,2024-01-01 10:55:00,6.31423,59.991798,forrageando,0.4045
1,2024-01-01 11:00:00,6.319388,59.997967,forrageando,0.3675
1,2024-01-01 11:05:00,6.311753,59.986594,forrageando,0.4051
1,2024-01-01 11:10:00,6.315379,59.988245,forrageando,0.2626
1,2024-01-01 11:15:00,6.309014,59.987026,forrageando,0.2812
1,2024-01-01 11:20:00,6.308007,59.991153,forrageando,0.4245
1,2024-01-01 11:25:00,6.306521,60.001907,forrageando,0.4385
1,2024-01-01 11:30:00,6.295667,59.995989,busca,0.3378
1,2024-01-01 11:35:00,6.29785,59.987735,busca,0.3404
1,2024-01-01 11:40:00,6.292502,59.997619,busca,0.2642
1,2024-01-01 11:45:00,6.297391,60.005204,busca,0.387
1,2024-01-01 11:50:00,6.293598,60.005798,busca,0.4487
1,2024-01-01 11:55:00,6.290031,60.001758,busca,0.4374
1,2024-01-01 12:00:00,6.284397,59.991885,busca,0.4842
1,2024-01-01 12:05:00,6.292039,59.99101,busca,0.4298
1,2024-01-01 12:10:00,6.28679,59.990069,busca,0.2982
1,2024-01-01 12:15:00,6.294635,59.989455,busca,0.3673
1,2024-01-01 12:20:00,6.289863,59.99008,busca,0.3974
1,2024-01-01 12:25:00,6.292279,59.986621,busca,0.2535
1,2024-01-01 12:30:00,6.289529,59.992285,busca,0.4236
1,2024-01-01 12:35:00,6.287533,59.99432,busca,0.3337
1,2024-01-01 12:40:00,6.294738,59.997537,busca,0.4246
1,2024-01-01 12:45:00,6.288484,59.996475,busca,0.2831
1,2024-01-01 12:50:00,6.279545,59.984755,busca,0.3417
1,2024-01-01 12:55:00,6.267349,59.989166,busca,0.3823
1,2024-01-01 13:00:00,6.27239,59.991468,busca,0.5177
1,2024-01-01 13:05:00,6.270335,59.994214,busca,0.3921
1,2024-01-01 13:10:00,6.271514,59.989842,busca,0.3673
1,2024-01-01 13:15:00,6.273508,60.000977,busca,0.4469
1,2024-01-01 13:20:00,6.269143,59.991691,busca,0.4221
1,2024-01-01 13:25:00,6.264439,59.998025,busca,0.2731
1,2024-01-01 13:30:00,6.268442,60.009414,busca,0.2776
1,2024-01-01 13:35:00,6.278756,60.021852,busca,0.3706
1,2024-01-01 13:40:00,6.285732,60.027389,busca,0.2825
1,2024-01-01 13:45:00,6.291992,60.040222,busca,0.2897
1,2024-01-01 13:50:00,6.307593,60.042587,busca,0.2973
1,2024-01-01 13:55:00,6.307924,60.034214,busca,0.2468
1,2024-01-01 14:00:00,6.3163,60.035617,busca,0.3529
1,2024-01-01 14:05:00,6.324852,60.036308,busca,0.2275
1,2024-01-01 14:10:00,6.327744,60.023795,busca,0.3352
1,2024-01-01 14:15:00,6.322174,60.028314,busca,0.2751
1,2024-01-01 14:20:00,6.306717,60.025976,busca,0.3567
1,2024-01-01 14:25:00,6.316365,60.023842,busca,0.3079
1,2024-01-01 14:30:00,6.316287,60.031544,busca,0.3255
1,2024-01-01 14:35:00,6.310934,60.043292,busca,0.2042
1,2024-01-01 14:40:00,6.317788,60.048446,busca,0.4438
1,2024-01-01 14:45:00,6.321661,60.049605,busca,0.286
1,2024-01-01 14:50:00,6.316622,60.054651,busca,0.2935
1,2024-01-01 14:55:00,6.32816,60.060896,busca,0.3822
1,2024-01-01 15:00:00,6.340225,60.064934,busca,0.3401
1,2024-01-01 15:05:00,6.347028,60.056182,busca,0.3295
1,2024-01-01 15:10:00,6.341148,60.058229,busca,0.3793
1,2024-01-01 15:15:00,6.347823,60.056962,busca,0.1973
1,2024-01-01 15:20:00,6.34444,60.072554,busca,0.2515
1,2024-01-01 15:25:00,6.344438,60.064516,busca,0.3397
1,2024-01-01 15:30:00,6.351837,60.070925,busca,0.4152
1,2024-01-01 15:35:00,6.358474,60.066312,busca,0.3076
1,2024-01-01 15:40:00,6.354036,60.076124,busca,0.309
1,2024-01-01 15:45:00,6.363356,60.06411,busca,0.5251
1,2024-01-01 15:50:00,6.361528,60.06141,busca,0.2923
1,2024-01-01 15:55:00,6.369644,60.064106,busca,0.5064
1,2024-01-01 16:00:00,6.37082,60.064386,busca,0.2968
1,2024-01-01 16:05:00,6.381276,60.071169,busca,0.2535
1,2024-01-01 16:10:00,6.393932,60.069589,busca,0.4648
1,2024-01-01 16:15:00,6.396657,60.071828,busca,0.4913
1,2024-01-01 16:20:00,6.398475,60.067949,busca,0.3967
1,2024-01-01 16:25:00,6.39615,60.078231,busca,0.5327
1,2024-01-01 16:30:00,6.391485,60.080615,busca,0.341
1,2024-01-01 16:35:00,6.398101,60.080493,busca,0.2416
1,2024-01-01 16:40:00,6.396354,60.065558,busca,0.3058
1,2024-01-01 16:45:00,6.397096,60.059703,busca,0.4533
1,2024-01-01 16:50:00,6.390189,60.067984,busca,0.4808
1,2024-01-01 16:55:00,6.381329,60.062818,busca,0.3034
1,2024-01-01 17:00:00,6.369726,60.06641,busca,0.3502
1,2024-01-01 17:05:00,6.36371,60.06134,busca,0.3428
1,2024-01-01 17:10:00,6.370187,60.048735,busca,0.4343
1,2024-01-01 17:15:00,6.372995,60.054027,busca,0.3499
1,2024-01-01 17:20:00,6.356194,60.057495,busca,0.4565
1,2024-01-01 17:25:00,6.354873,60.054698,transitando,0.3123
1,2024-01-01 17:30:00,6.358783,60.046015,transitando,0.4612
1,2024-01-01 17:35:00,6.368973,60.044948,transitando,0.3504
1,2024-01-01 17:40:00,6.370401,60.049139,transitando,0.4014
1,2024-01-01 17:45:00,6.374168,60.04586,transitando,0.3026
1,2024-01-01 17:50:00,6.364232,60.047276,transitando,0.3673
1,2024-01-01 17:55:00,6.362909,60.054602,transitando,0.4134
1,2024-01-01 18:00:00,6.368431,60.051579,transitando,0.3342
1,2024-01-01 18:05:00,6.373541,60.041015,transitando,0.4225
1,2024-01-01 18:10:00,6.378187,60.045435,transitando,0.484
1,2024-01-01 18:15:00,6.384018,60.050828,transitando,0.4659
1,2024-01-01 18:20:00,6.382981,60.057125,transitando,0.3496
1,2024-01-01 18:25:00,6.373315,60.064021,transitando,0.414
1,2024-01-01 18:30:00,6.371757,60.057046,transitando,0.3075
1,2024-01-01 18:35:00,6.362645,60.050152,transitando,0.3195
1,2024-01-01 18:40:00,6.377885,60.049021,transitando,0.3611
1,2024-01-01 18:45:00,6.386226,60.047949,transitando,0.4355
1,2024-01-01 18:50:00,6.378799,60.038887,transitando,0.3297
1,2024-01-01 18:55:00,6.38758,60.031711,transitando,0.3332
1,2024-01-01 19:00:00,6.380136,60.041379,transitando,0.4393
1,2024-01-01 19:05:00,6.388932,60.045214,transitando,0.4824
1,2024-01-01 19:10:00,6.383359,60.05371,transitando,0.355
1,2024-01-01 19:15:00,6.390597,60.050399,transitando,0.5544
1,2024-01-01 19:20:00,6.39174,60.052225,transitando,0.4121
1,2024-01-01 19:25:00,6.385234,60.05371,transitando,0.4602
1,2024-01-01 19:30:00,6.389471,60.048682,transitando,0.3309
1,2024-01-01 19:35:00,6.39686,60.033539,transitando,0.3931
1,2024-01-01 19:40:00,6.388843,60.037393,transitando,0.5371
1,2024-01-01 19:45:00,6.387029,60.038166,transitando,0.4146
1,2024-01-01 19:50:00,6.389858,60.043863,transitando,0.3807
1,2024-01-01 19:55:00,6.38997,60.036334,transitando,0.3427
1,2024-01-01 20:00:00,6.381767,60.034375,transitando,0.4459
1,2024-01-01 20:05:00,6.38659,60.038712,transitando,0.439
1,2024-01-01 20:10:00,6.392252,60.04412,transitando,0.3888
1,2024-01-01 20:15:00,6.394236,60.036974,transitando,0.4645
1,2024-01-01 20:20:00,6.406271,60.0335,transitando,0.2557
1,2024-01-01 20:25:00,6.418213,60.021883,transitando,0.3405
1,2024-01-01 20:30:00,6.431527,60.021286,transitando,0.4691
1,2024-01-01 20:35:00,6.442206,60.019682,transitando,0.3591
1,2024-01-01 20:40:00,6.43332,60.016424,transitando,0.3478
1,2024-01-01 20:45:00,6.43749,60.007572,transitando,0.3538
1,2024-01-01 20:50:00,6.43499,59.997215,transitando,0.2941
1,2024-01-01 20:55:00,6.422331,60.005513,transitando,0.3174
1,2024-01-01 21:00:00,6.430487,60.003433,transitando,0.428
1,2024-01-01 21:05:00,6.437668,60.004957,transitando,0.4202
1,2024-01-01 21:10:00,6.434368,59.997373,transitando,0.4143
1,2024-01-01 21:15:00,6.434858,60.008647,transitando,0.2638
1,2024-01-01 21:20:00,6.421653,60.000335,transitando,0.4281
1,2024-01-01 21:25:00,6.410707,60.002662,transitando,0.3645
1,2024-01-01 21:30:00,6.401871,60.004126,transitando,0.3905
1,2024-01-01 21:35:00,6.410418,60.00134,transitando,0.4409
1,2024-01-01 21:40:00,6.410597,60.005962,transitando,0.5184
1,2024-01-01 21:45:00,6.411581,60.007329,transitando,0.3738
1,2024-01-01 21:50:00,6.418188,60.013958,transitando,0.4161
1,2024-01-01 21:55:00,6.42473,60.008974,transitando,0.4481
1,2024-01-01 22:00:00,6.413502,60.012773,transitando,0.4361
1,2024-01-01 22:05:00,6.417226,60.004622,transitando,0.495
1,2024-01-01 22:10:00,6.407176,60.00615,transitando,0.4101
1,2024-01-01 22:15:00,6.40063,60.007143,transitando,0.4231
1,2024-01-01 22:20:00,6.409,60.012869,transitando,0.4525
1,2024-01-01 22:25:00,6.412308,60.020359,transitando,0.3308
1,2024-01-01 22:30:00,6.421164,60.02804,transitando,0.4439
1,2024-01-01 22:35:00,6.419954,60.033764,transitando,0.4385
1,2024-01-01 22:40:00,6.419973,60.042166,transitando,0.4795
1,2024-01-01 22:45:00,6.424155,60.04464,transitando,0.5666
1,2024-01-01 22:50:00,6.422698,60.043095,transitando,0.5195
1,2024-01-01 22:55:00,6.420881,60.04393,transitando,0.4982
1,2024-01-01 23:00:00,6.42669,60.03713,transitando,0.4677
1,2024-01-01 23:05:00,6.437046,60.042118,transitando,0.4681
1,2024-01-01 23:10:00,6.444585,60.042037,transitando,0.5424
1,2024-01-01 23:15:00,6.444191,60.043696,transitando,0.4389
1,2024-01-01 23:20:00,6.43844,60.042974,transitando,0.4672
1,2024-01-01 23:25:00,6.433873,60.047198,transitando,0.4987
1,2024-01-01 23:30:00,6.432314,60.036002,transitando,0.5292
1,2024-01-01 23:35:00,6.43044,60.037887,transitando,0.3838
1,2024-01-01 23:40:00,6.438368,60.035772,transitando,0.4614
1,2024-01-01 23:45:00,6.444223,60.029162,forrageando,0.4315
1,2024-01-01 23:50:00,6.450474,60.043996,forrageando,0.5571
1,2024-01-01 23:55:00,6.450797,60.044771,forrageando,0.3482
2,2024-01-01 00:00:00,3.234308,59.92282,busca,0.4112
2,2024-01-01 00:05:00,3.234827,59.911882,busca,0.2697
2,2024-01-01 00:10:00,3.24615,59.899178,busca,0.4622
2,2024-01-01 00:15:00,3.246956,59.908855,busca,0.386
2,2024-01-01 00:20:00,3.25532,59.91548,busca,0.4152
2,2024-01-01 00:25:00,3.247758,59.910275,busca,0.3479
2,2024-01-01 00:30:00,3.25088,59.897101,busca,0.4085
2,2024-01-01 00:35:00,3.242132,59.895282,busca,0.4365
2,2024-01-01 00:40:00,3.2402,59.899938,busca,0.3481
2,2024-01-01 00:45:00,3.232922,59.901478,busca,0.3026
2,2024-01-01 00:50:00,3.237968,59.893493,busca,0.3946
2,2024-01-01 00:55:00,3.247694,59.894864,busca,0.4345
2,2024-01-01 01:00:00,3.249833,59.901896,busca,0.3881
2,2024-01-01 01:05:00,3.242018,59.897314,busca,0.3961
2,2024-01-01 01:10:00,3.237689,59.903318,busca,0.3781
2,2024-01-01 01:15:00,3.227263,59.9021,busca,0.5475
2,2024-01-01 01:20:00,3.229413,59.902755,busca,0.553
2,2024-01-01 01:25:00,3.230736,59.904004,busca,0.3909
2,2024-01-01 01:30:00,3.219129,59.902104,busca,0.3284
2,2024-01-01 01:35:00,3.215374,59.884438,busca,0.4269
2,2024-01-01 01:40:00,3.210167,59.884233,busca,0.5244
2,2024-01-01 01:45:00,3.211037,59.885197,busca,0.4365
2,2024-01-01 01:50:00,3.202911,59.88388,busca,0.3604
2,2024-01-01 01:55:00,3.1948,59.881785,busca,0.4582
2,2024-01-01 02:00:00,3.198962,59.881757,busca,0.3113
2,2024-01-01 02:05:00,3.210769,59.878573,busca,0.5298
2,2024-01-01 02:10:00,3.208135,59.881218,busca,0.4101
2,2024-01-01 02:15:00,3.208597,59.888429,busca,0.4933
2,2024-01-01 02:20:00,3.207812,59.88406,busca,0.4167
2,2024-01-01 02:25:00,3.205586,59.88745,busca,0.4406
2,2024-01-01 02:30:00,3.200814,59.883338,busca,0.3671
2,2024-01-01 02:35:00,3.20385,59.891892,busca,0.636
2,2024-01-01 02:40:00,3.207852,59.892312,busca,0.4437
2,2024-01-01 02:45:00,3.208595,59.879198,busca,0.425
2,2024-01-01 02:50:00,3.214162,59.879048,busca,0.4079
2,2024-01-01 02:55:00,3.214522,59.868923,busca,0.4764
2,2024-01-01 03:00:00,3.210395,59.863911,busca,0.5544
2,2024-01-01 03:05:00,3.214464,59.862571,busca,0.3456
2,2024-01-01 03:10:00,3.207929,59.867826,busca,0.4295
2,2024-01-01 03:15:00,3.196224,59.867709,busca,0.4377
2,2024-01-01 03:20:00,3.19111,59.87058,busca,0.4314
2,2024-01-01 03:25:00,3.199999,59.869971,busca,0.4767
2,2024-01-01 03:30:00,3.200174,59.8656,busca,0.5239
2,2024-01-01 03:35:00,3.202096,59.864102,busca,0.4794
2,2024-01-01 03:40:00,3.195933,59.863601,busca,0.4016
2,2024-01-01 03:45:00,3.184794,59.865851,busca,0.3898
2,2024-01-01 03:50:00,3.190137,59.862974,busca,0.6373
2,2024-01-01 03:55:00,3.193359,59.865248,busca,0.5117
2,2024-01-01 04:00:00,3.195401,59.868199,busca,0.454
2,2024-01-01 04:05:00,3.199852,59.869761,busca,0.4664
2,2024-01-01 04:10:00,3.201097,59.875878,busca,0.4194
2,2024-01-01 04:15:00,3.189879,59.876165,busca,0.5836
2,2024-01-01 04:20:00,3.186455,59.875768,busca,0.5589
2,2024-01-01 04:25:00,3.184516,59.873023,busca,0.6063
2,2024-01-01 04:30:00,3.181782,59.875434,busca,0.4784
2,2024-01-01 04:35:00,3.179989,59.883828,busca,0.5625
2,2024-01-01 04:40:00,3.178064,59.885206,busca,0.6169
2,2024-01-01 04:45:00,3.176001,59.884521,busca,0.3977
2,2024-01-01 04:50:00,3.169763,59.896844,busca,0.3837
2,2024-01-01 04:55:00,3.165561,59.902969,busca,0.4453
2,2024-01-01 05:00:00,3.174459,59.899708,busca,0.663
2,2024-01-01 05:05:00,3.174885,59.898317,busca,0.5406
2,2024-01-01 05:10:00,3.17356,59.897481,busca,0.5925
2,2024-01-01 05:15:00,3.170105,59.895509,busca,0.539
2,2024-01-01 05:20:00,3.171567,59.892252,busca,0.5714
2,2024-01-01 05:25:00,3.170295,59.893331,busca,0.5434
2,2024-01-01 05:30:00,3.167703,59.895128,busca,0.5156
2,2024-01-01 05:35:00,3.166457,59.895668,busca,0.4203
2,2024-01-01 05:40:00,3.167695,59.891618,busca,0.692
2,2024-01-01 05:45:00,3.166659,59.890351,busca,0.6549
2,2024-01-01 05:50:00,3.162334,59.89317,busca,0.5418
2,2024-01-01 05:55:00,3.160718,59.890804,busca,0.5597
2,2024-01-01 06:00:00,3.162585,59.890314,busca,0.5579
2,2024-01-01 06:05:00,3.161804,59.889818,busca,0.6297
2,2024-01-01 06:10:00,3.161592,59.890951,busca,0.4902
2,2024-01-01 06:15:00,3.15497,59.893287,busca,0.4931
2,2024-01-01 06:20:00,3.165981,59.896169,busca,0.6636
2,2024-01-01 06:25:00,3.164278,59.900817,busca,0.5173
2,2024-01-01 06:30:00,3.164703,59.902104,busca,0.536
2,2024-01-01 06:35:00,3.162908,59.903368,busca,0.604
2,2024-01-01 06:40:00,3.162005,59.901059,busca,0.376
2,2024-01-01 06:45:00,3.163408,59.906847,busca,0.5098
2,2024-01-01 06:50:00,3.162186,59.904325,busca,0.5398
2,2024-01-01 06:55:00,3.164917,59.907098,busca,0.5299
2,2024-01-01 07:00:00,3.160514,59.908176,busca,0.5863
2,2024-01-01 07:05:00,3.161054,59.908897,forrageando,0.659
2,2024-01-01 07:10:00,3.16582,59.910759,forrageando,0.496
2,2024-01-01 07:15:00,3.160694,59.916918,forrageando,0.5306
2,2024-01-01 07:20:00,3.161674,59.917539,forrageando,0.3737
2,2024-01-01 07:25:00,3.176255,59.917364,forrageando,0.4837
2,2024-01-01 07:30:00,3.183935,59.90719,forrageando,0.4912
2,2024-01-01 07:35:00,3.176591,59.899651,forrageando,0.5781
2,2024-01-01 07:40:00,3.177792,59.900738,forrageando,0.6624
2,2024-01-01 07:45:00,3.179752,59.898966,forrageando,0.6025
2,2024-01-01 07:50:00,3.179475,59.897749,forrageando,0.6075
2,2024-01-01 07:55:00,3.181168,59.897337,forrageando,0.5672
2,2024-01-01 08:00:00,3.179566,59.895922,forrageando,0.4652
2,2024-01-01 08:05:00,3.180724,59.889809,forrageando,0.3834
2,2024-01-01 08:10:00,3.185381,59.877047,forrageando,0.6153
2,2024-01-01 08:15:00,3.181032,59.878857,forrageando,0.469
2,2024-01-01 08:20:00,3.178845,59.880358,forrageando,0.4011
2,2024-01-01 08:25:00,3.178456,59.885236,forrageando,0.4946
2,2024-01-01 08:30:00,3.172543,59.885788,forrageando,0.4381
2,2024-01-01 08:35:00,3.172151,59.889133,forrageando,0.5749
2,2024-01-01 08:40:00,3.176352,59.890233,forrageando,0.6057
2,2024-01-01 08:45:00,3.171708,59.894527,forrageando,0.4078
2,2024-01-01 08:50:00,3.178094,59.895919,forrageando,0.6008
2,2024-01-01 08:55:00,3.177319,59.893195,forrageando,0.454
2,2024-01-01 09:00:00,3.174988,59.889067,forrageando,0.4374
2,2024-01-01 09:05:00,3.178051,59.895182,forrageando,0.4453
2,2024-01-01 09:10:00,3.170278,59.898838,forrageando,0.4529
2,2024-01-01 09:15:00,3.170693,59.901435,forrageando,0.5082
2,2024-01-01 09:20:00,3.171881,59.898282,forrageando,0.5377
2,2024-01-01 09:25:00,3.17028,59.89659,forrageando,0.5165
2,2024-01-01 09:30:00,3.172253,59.894529,forrageando,0.4763
2,2024-01-01 09:35:00,3.168926,59.888381,forrageando,0.4482
2,2024-01-01 09:40:00,3.171267,59.891253,forrageando,0.6138
2,2024-01-01 09:45:00,3.170503,59.891133,forrageando,0.5734
2,2024-01-01 09:50:00,3.16767,59.894678,forrageando,0.4654
2,2024-01-01 09:55:00,3.16234,59.888321,forrageando,0.4645
2,2024-01-01 10:00:00,3.163755,59.890502,forrageando,0.4031
2,2024-01-01 10:05:00,3.157245,59.888535,forrageando,0.4374
2,2024-01-01 10:10:00,3.162454,59.887755,forrageando,0.455
2,2024-01-01 10:15:00,3.160079,59.891307,forrageando,0.3319
2,2024-01-01 10:20:00,3.165949,59.882498,forrageando,0.3942
2,2024-01-01 10:25:00,3.166334,59.885946,forrageando,0.392
