id_tubarao,tempo,lat,lon,ssha,chlor_a,comportamento,p_forrageio,velocidade,nivel_fome
1,2024-01-02 02:50:00,7.120973,60.571072,-0.8057,0.011507,busca,0.4786,210.61,0.19
1,2024-01-02 02:55:00,7.111447,60.57269,-0.8057,0.011507,busca,0.4228,130.84,0.195
1,2024-01-02 03:00:00,7.10498,60.573286,-0.8057,0.011507,forrageando,0.589,80.21,0.205
1,2024-01-02 03:05:00,7.101306,60.57187,-0.8057,0.011507,forrageando,0.5186,43.89,0.005
1,2024-01-02 03:10:00,7.099553,60.573267,-0.8057,0.011507,forrageando,0.586,65.17,0.0
1,2024-01-02 03:15:00,7.0981,60.570295,-0.8057,0.011507,forrageando,0.4316,153.26,0.01
1,2024-01-02 03:20:00,7.098384,60.57259,-0.8057,0.011507,forrageando,0.5207,53.13,0.02
1,2024-01-02 03:25:00,7.098678,60.57129,-0.8057,0.011507,forrageando,0.5028,63.47,0.03
1,2024-01-02 03:30:00,7.099698,60.573834,-0.8057,0.011507,busca,0.491,197.2,0.035
1,2024-01-02 03:35:00,7.108627,60.567212,-0.8057,0.011507,busca,0.3826,140.73,0.04
1,2024-01-02 03:40:00,7.108865,60.562209,-0.6546,0.011507,busca,0.4679,200.1,0.045
1,2024-01-02 03:45:00,7.109069,60.56952,-0.8057,0.011507,busca,0.4845,190.2,0.05
1,2024-01-02 03:50:00,7.10915,60.576514,-0.8057,0.011507,busca,0.5686,61.42,0.055
1,2024-01-02 03:55:00,7.107015,60.575376,-0.8057,0.011507,forrageando,0.5074,77.91,0.0
1,2024-01-02 04:00:00,7.105666,60.575687,-0.8057,0.011507,forrageando,0.5197,70.26,0.01
1,2024-01-02 04:05:00,7.102395,60.577,-0.8057,0.011507,busca,0.4312,240.93,0.015
1,2024-01-02 04:10:00,7.091541,60.572451,-0.8057,0.011507,transitando,0.3383,284.19,0.02
1,2024-01-02 04:15:00,7.100665,60.578968,-0.8057,0.011507,transitando,0.4314,220.87,0.025
1,2024-01-02 04:20:00,7.100968,60.587892,-0.8057,0.011507,transitando,0.4411,205.31,0.03
1,2024-01-02 04:25:00,7.094422,60.592406,-0.8057,0.011507,busca,0.4688,122.86,0.035
1,2024-01-02 04:30:00,7.095347,60.597539,-0.8057,0.011507,busca,0.434,217.91,0.04
1,2024-01-02 04:35:00,7.091504,60.601263,-0.8057,0.011507,busca,0.4275,131.27,0.045
1,2024-01-02 04:40:00,7.090632,60.596058,-0.8057,0.011507,busca,0.5787,43.86,0.05
1,2024-01-02 04:45:00,7.091473,60.598397,-0.8057,0.011507,busca,0.4176,137.91,0.055
1,2024-01-02 04:50:00,7.090769,60.59167,-0.8057,0.011507,forrageando,0.5012,36.28,0.065
1,2024-01-02 04:55:00,7.089884,60.592789,-0.8057,0.011507,forrageando,0.4631,202.07,0.075
1,2024-01-02 05:00:00,7.092522,60.593707,-0.8057,0.011507,forrageando,0.5432,40.05,0.085
1,2024-01-02 05:05:00,7.095199,60.593992,-0.8057,0.011507,busca,0.4552,132.67,0.09
1,2024-01-02 05:10:00,7.089331,60.59211,-0.8057,0.011507,forrageando,0.5364,46.49,0.1
1,2024-01-02 05:15:00,7.089988,60.593428,-0.8057,0.011507,forrageando,0.3725,147.43,0.11
1,2024-01-02 05:20:00,7.091998,60.59327,-0.8057,0.011507,busca,0.4981,216.39,0.115
1,2024-01-02 05:25:00,7.097128,60.602561,-0.8057,0.011507,busca,0.4528,201.37,0.12
1,2024-01-02 05:30:00,7.101064,60.606998,-0.8057,0.011507,busca,0.5783,58.23,0.125
1,2024-01-02 05:35:00,7.102384,60.610133,-0.8057,0.011507,busca,0.4943,143.12,0.13
1,2024-01-02 05:40:00,7.108958,60.615002,-0.8057,0.011507,busca,0.5443,43.51,0.135
1,2024-01-02 05:45:00,7.109242,60.612909,-0.8057,0.011507,forrageando,0.5383,94.62,0.145
1,2024-01-02 05:50:00,7.108805,60.614698,-0.8057,0.011507,forrageando,0.5914,38.5,0.0
1,2024-01-02 05:55:00,7.106855,60.615448,-0.8057,0.011507,busca,0.4261,188.39,0.005
1,2024-01-02 06:00:00,7.098039,60.614899,-0.8057,0.011507,forrageando,0.6456,83.26,0.015
1,2024-01-02 06:05:00,7.099838,60.612732,-0.8057,0.011507,forrageando,0.5384,38.44,0.0
1,2024-01-02 06:10:00,7.099508,60.611058,-0.8057,0.011507,forrageando,0.5688,51.85,0.01
1,2024-01-02 06:15:00,7.100618,60.611659,-0.8057,0.011507,forrageando,0.5298,94.71,0.02
1,2024-01-02 06:20:00,7.099057,60.616338,-0.8057,0.011507,busca,0.4186,155.93,0.025
1,2024-01-02 06:25:00,7.090184,60.617301,-0.8057,0.011507,forrageando,0.5449,48.83,0.035
1,2024-01-02 06:30:00,7.092036,60.619981,-0.8057,0.011507,busca,0.4823,138.59,0.04
1,2024-01-02 06:35:00,7.09299,60.61545,-0.8057,0.011507,forrageando,0.5774,83.62,0.05
1,2024-01-02 06:40:00,7.091899,60.615838,-0.8057,0.011507,forrageando,0.5371,56.61,0.06
1,2024-01-02 06:45:00,7.091599,60.612728,-0.8057,0.011507,busca,0.3581,218.35,0.065
1,2024-01-02 06:50:00,7.087246,60.609494,-0.8057,0.011507,busca,0.391,176.65,0.07
1,2024-01-02 06:55:00,7.087044,60.614445,-0.8057,0.011507,forrageando,0.501,87.74,0.0
1,2024-01-02 07:00:00,7.091018,60.614833,-0.8057,0.011507,busca,0.466,134.4,0.005
1,2024-01-02 07:05:00,7.089102,60.618669,-0.8057,0.011507,busca,0.4241,172.09,0.01
1,2024-01-02 07:10:00,7.082785,60.612304,-0.8057,0.011507,busca,0.4489,202.71,0.015
1,2024-01-02 07:15:00,7.078309,60.617859,-0.8057,0.011507,forrageando,0.5399,46.38,0.025
1,2024-01-02 07:20:00,7.079189,60.620756,-0.8057,0.011507,forrageando,0.5309,66.64,0.0
1,2024-01-02 07:25:00,7.079583,60.622972,-0.8057,0.011507,forrageando,0.5334,41.17,0.0
1,2024-01-02 07:30:00,7.0812,60.621501,-0.8057,0.011507,forrageando,0.4983,220.19,0.01
1,2024-01-02 07:35:00,7.088191,60.628683,-0.8057,0.011507,forrageando,0.4667,135.8,0.02
1,2024-01-02 07:40:00,7.087849,60.630601,-0.8057,0.011507,forrageando,0.6156,56.22,0.0
1,2024-01-02 07:45:00,7.089721,60.629326,-0.8057,0.011507,busca,0.4034,109.55,0.005
1,2024-01-02 07:50:00,7.093488,60.629822,-0.8057,0.011507,busca,0.4181,245.16,0.01
1,2024-01-02 07:55:00,7.099977,60.636729,-0.8057,0.011507,busca,0.4839,222.79,0.015
1,2024-01-02 08:00:00,7.090578,60.644183,-0.8057,0.011507,busca,0.4621,129.66,0.02
1,2024-01-02 08:05:00,7.087449,60.64371,-0.8057,0.011507,busca,0.4499,122.58,0.025
1,2024-01-02 08:10:00,7.089581,60.641089,-0.8057,0.011507,busca,0.4194,152.38,0.03
1,2024-01-02 08:15:00,7.092486,60.63389,-0.8057,0.011507,busca,0.5358,62.16,0.035
1,2024-01-02 08:20:00,7.090499,60.634843,-0.8057,0.011507,busca,0.5307,88.79,0.04
1,2024-01-02 08:25:00,7.095045,60.636102,-0.8057,0.011507,busca,0.3962,158.32,0.045
1,2024-01-02 08:30:00,7.093779,60.631089,-0.8057,0.011507,busca,0.5344,67.75,0.05
1,2024-01-02 08:35:00,7.093034,60.629735,-0.8057,0.011507,forrageando,0.5594,38.05,0.06
1,2024-01-02 08:40:00,7.09259,60.628208,-0.8057,0.011507,busca,0.4158,171.56,0.065
1,2024-01-02 08:45:00,7.096054,60.634938,-0.8057,0.011507,busca,0.4856,133.5,0.07
1,2024-01-02 08:50:00,7.096873,60.639091,-0.8057,0.011507,forrageando,0.5134,88.24,0.08
1,2024-01-02 08:55:00,7.097137,60.644614,-0.8057,0.011507,forrageando,0.6324,92.47,0.09
1,2024-01-02 09:00:00,7.099357,60.65001,-0.8057,0.011507,busca,0.401,120.86,0.095
1,2024-01-02 09:05:00,7.094532,60.652011,-0.8057,0.011507,busca,0.4232,195.0,0.1
1,2024-01-02 09:10:00,7.099078,60.64959,-0.8057,0.011507,busca,0.4408,213.48,0.105
1,2024-01-02 09:15:00,7.099825,60.660764,-0.8057,0.011507,busca,0.326,276.81,0.11
1,2024-01-02 09:20:00,7.103883,60.645433,-0.8057,0.011507,busca,0.3719,178.46,0.115
1,2024-01-02 09:25:00,7.096221,60.64715,-0.8057,0.011507,busca,0.42,159.28,0.12
1,2024-01-02 09:30:00,7.094022,60.643886,-0.8057,0.011507,forrageando,0.5284,57.05,0.13
1,2024-01-02 09:35:00,7.091193,60.644115,-0.8057,0.011507,busca,0.4617,217.58,0.135
1,2024-01-02 09:40:00,7.086171,60.647109,-0.8057,0.011507,busca,0.4488,190.62,0.14
1,2024-01-02 09:45:00,7.083982,60.654547,-0.8057,0.011507,forrageando,0.5417,35.14,0.15
1,2024-01-02 09:50:00,7.08614,60.65501,-0.8057,0.011507,transitando,0.3299,264.34,0.155
1,2024-01-02 09:55:00,7.08992,60.643078,-0.8057,0.011507,busca,0.4851,198.52,0.16
1,2024-01-02 10:00:00,7.093791,60.654103,-0.8057,0.011507,busca,0.3496,215.43,0.165
1,2024-01-02 10:05:00,7.099441,60.664212,-0.8057,0.011507,busca,0.4042,118.88,0.17
1,2024-01-02 10:10:00,7.103826,60.661216,-0.8057,0.011507,busca,0.3751,118.75,0.175
1,2024-01-02 10:15:00,7.097595,60.660144,-0.8057,0.011507,busca,0.3584,131.74,0.18
1,2024-01-02 10:20:00,7.093773,60.659557,-0.8057,0.011507,busca,0.3608,212.15,0.185
1,2024-01-02 10:25:00,7.10309,60.667813,-0.8057,0.011507,busca,0.3579,234.21,0.19
1,2024-01-02 10:30:00,7.094652,60.662359,-0.8057,0.011507,busca,0.4513,212.45,0.195
1,2024-01-02 10:35:00,7.087987,60.655952,-0.8057,0.011507,busca,0.4256,135.83,0.2
1,2024-01-02 10:40:00,7.092928,60.662167,-0.8057,0.011507,busca,0.3023,239.65,0.205
1,2024-01-02 10:45:00,7.10333,60.670423,-0.8057,0.011507,forrageando,0.5289,65.51,0.215
1,2024-01-02 10:50:00,7.103691,60.667418,-0.8057,0.011507,forrageando,0.413,120.35,0.225
1,2024-01-02 10:55:00,7.108298,60.670401,-0.8057,0.011507,busca,0.3602,113.28,0.23
1,2024-01-02 11:00:00,7.105378,60.669931,-0.8057,0.011507,busca,0.4311,176.14,0.235
1,2024-01-02 11:05:00,7.102047,60.667178,-0.8057,0.011507,busca,0.3915,131.11,0.24
1,2024-01-02 11:10:00,7.102382,60.6632,-0.8057,0.011507,busca,0.3691,132.22,0.245
1,2024-01-02 11:15:00,7.101795,60.659427,-0.8057,0.011507,busca,0.3583,223.72,0.25
1,2024-01-02 11:20:00,7.112079,60.651817,-0.8057,0.011507,transitando,0.2983,244.28,0.255
1,2024-01-02 11:25:00,7.100133,60.652788,-0.8057,0.011507,transitando,0.335,239.43,0.26
1,2024-01-02 11:30:00,7.111726,60.656128,-0.8057,0.011507,busca,0.3655,238.36,0.265
1,2024-01-02 11:35:00,7.111728,60.663389,-0.8057,0.011507,transitando,0.3187,228.8,0.27
1,2024-01-02 11:40:00,7.10782,60.653986,-0.8057,0.011507,transitando,0.3256,251.07,0.275
1,2024-01-02 11:45:00,7.109184,60.644125,-0.8057,0.011507,transitando,0.2821,217.82,0.28
1,2024-01-02 11:50:00,7.11232,60.654915,-0.8057,0.011507,transitando,0.3342,246.24,0.285
1,2024-01-02 11:55:00,7.120051,60.663284,-0.8057,0.011507,transitando,0.4417,194.61,0.29
1,2024-01-02 12:00:00,7.119783,60.670878,-0.8057,0.011507,busca,0.4778,230.2,0.295
1,2024-01-02 12:05:00,7.128773,60.667105,-0.8057,0.011507,busca,0.4528,119.59,0.3
1,2024-01-02 12:10:00,7.126361,60.6714,-0.8057,0.011507,transitando,0.3325,291.01,0.305
1,2024-01-02 12:15:00,7.11449,60.678439,-0.8057,0.011507,transitando,0.3413,279.4,0.31
1,2024-01-02 12:20:00,7.120482,60.69229,-0.8057,0.011507,busca,0.3905,170.24,0.315
1,2024-01-02 12:25:00,7.115615,60.695556,-0.8057,0.011507,busca,0.353,184.17,0.32
1,2024-01-02 12:30:00,7.112325,60.692983,-0.8057,0.011507,transitando,0.3259,263.43,0.325
1,2024-01-02 12:35:00,7.120326,60.682319,-0.8057,0.011507,transitando,0.3454,239.46,0.33
1,2024-01-02 12:40:00,7.132636,60.679174,-0.8057,0.011507,busca,0.3818,243.27,0.335
1,2024-01-02 12:45:00,7.133384,60.689253,-0.8057,0.011507,busca,0.4258,184.45,0.34
1,2024-01-02 12:50:00,7.134997,60.696519,-0.8057,0.011507,transitando,0.2356,241.22,0.345
1,2024-01-02 12:55:00,7.146648,60.692732,-0.8057,0.011507,transitando,0.304,299.36,0.35
1,2024-01-02 13:00:00,7.152034,60.703519,-0.8057,0.011507,busca,0.414,233.21,0.355
1,2024-01-02 13:05:00,7.162841,60.702136,-0.8057,0.011507,transitando,0.305,277.93,0.36
1,2024-01-02 13:10:00,7.166088,60.714577,-0.8057,0.011507,busca,0.4007,155.91,0.365
1,2024-01-02 13:15:00,7.169165,60.707472,-0.8057,0.011507,transitando,0.3045,313.68,0.37
1,2024-01-02 13:20:00,7.153995,60.713063,-0.8057,0.011507,busca,0.414,183.39,0.375
1,2024-01-02 13:25:00,7.146892,60.710688,-0.8057,0.011507,busca,0.5148,67.84,0.38
1,2024-01-02 13:30:00,7.144726,60.711946,-0.8057,0.011507,busca,0.295,276.33,0.385
1,2024-01-02 13:35:00,7.137826,60.710421,-0.8057,0.011507,busca,0.3533,169.37,0.39
1,2024-01-02 13:40:00,7.140046,60.719012,-0.8057,0.011507,transitando,0.285,248.53,0.395
1,2024-01-02 13:45:00,7.150222,60.717876,-0.8057,0.011507,transitando,0.3134,290.9,0.4
1,2024-01-02 13:50:00,7.157603,60.729177,-0.8057,0.011507,transitando,0.2694,312.59,0.405
1,2024-01-02 13:55:00,7.172188,60.729697,-0.8057,0.011507,transitando,0.2993,288.72,0.41
1,2024-01-02 14:00:00,7.184717,60.721818,-0.8057,0.011507,transitando,0.3378,249.28,0.415
1,2024-01-02 14:05:00,7.174947,60.724603,-0.8057,0.011507,transitando,0.2729,256.64,0.42
1,2024-01-02 14:10:00,7.172211,60.736533,-0.8057,0.011507,busca,0.412,136.83,0.425
1,2024-01-02 14:15:00,7.171518,60.733116,-0.8057,0.011507,busca,0.3858,145.05,0.43
1,2024-01-02 14:20:00,7.176181,60.731698,-0.8057,0.011507,busca,0.3058,244.32,0.435
1,2024-01-02 14:25:00,7.179736,60.736226,-0.8057,0.011507,transitando,0.2443,241.29,0.44
1,2024-01-02 14:30:00,7.189317,60.741134,-0.8057,0.011507,transitando,0.2965,285.84,0.445
1,2024-01-02 14:35:00,7.190825,60.75198,-0.8057,0.011507,transitando,0.2111,316.73,0.45
1,2024-01-02 14:40:00,7.17768,60.757454,-0.8057,0.011507,transitando,0.2844,304.66,0.455
1,2024-01-02 14:45:00,7.184956,60.767265,-0.8057,0.011507,transitando,0.2381,249.19,0.46
1,2024-01-02 14:50:00,7.191319,60.757987,-0.8057,0.011507,transitando,0.2686,294.28,0.465
1,2024-01-02 14:55:00,7.177291,60.75625,-0.8057,0.011507,forrageando,0.5702,66.58,0.475
1,2024-01-02 15:00:00,7.176381,60.756255,-0.8057,0.011507,busca,0.367,143.07,0.48
1,2024-01-02 15:05:00,7.179248,60.750333,-0.8057,0.011507,busca,0.337,307.38,0.485
1,2024-01-02 15:10:00,7.190695,60.752314,-0.8057,0.011507,transitando,0.3352,232.85,0.49
1,2024-01-02 15:15:00,7.197167,60.760855,-0.8057,0.011507,busca,0.3913,136.64,0.495
1,2024-01-02 15:20:00,7.199121,60.763936,-0.8057,0.011507,transitando,0.302,246.88,0.5
1,2024-01-02 15:25:00,7.200451,60.7772,-0.8057,0.011507,transitando,0.3496,217.83,0.505
1,2024-01-02 15:30:00,7.209584,60.784688,-0.8057,0.011507,transitando,0.3391,213.24,0.51
1,2024-01-02 15:35:00,7.202713,60.778085,-0.8057,0.011507,transitando,0.2525,226.33,0.515
1,2024-01-02 15:40:00,7.211364,60.781054,-0.8057,0.011507,transitando,0.3059,267.5,0.52
1,2024-01-02 15:45:00,7.208758,60.769182,-0.8057,0.011507,transitando,0.2324,219.27,0.525
1,2024-01-02 15:50:00,7.216334,60.762054,-0.8057,0.011507,transitando,0.4044,175.48,0.53
1,2024-01-02 15:55:00,7.216608,60.771211,-0.8057,0.011507,transitando,0.2364,288.39,0.535
1,2024-01-02 16:00:00,7.210095,60.757218,-0.8057,0.011507,transitando,0.2531,257.76,0.54
1,2024-01-02 16:05:00,7.201279,60.762865,-0.8057,0.011507,transitando,0.3488,239.66,0.545
1,2024-01-02 16:10:00,7.192618,60.760039,-0.8057,0.011507,transitando,0.3784,135.68,0.55
1,2024-01-02 16:15:00,7.198104,60.758462,-0.8057,0.011507,busca,0.376,247.65,0.555
1,2024-01-02 16:20:00,7.204808,60.748395,-0.8057,0.011507,busca,0.1988,286.88,0.56
1,2024-01-02 16:25:00,7.214498,60.748982,-0.8057,0.011507,busca,0.2924,279.92,0.565
1,2024-01-02 16:30:00,7.205038,60.753472,-0.8057,0.011507,busca,0.3565,230.46,0.57
1,2024-01-02 16:35:00,7.197505,60.752863,-0.8057,0.011507,busca,0.3229,251.7,0.575
1,2024-01-02 16:40:00,7.189385,60.741756,-0.8057,0.011507,transitando,0.2996,231.11,0.58
1,2024-01-02 16:45:00,7.198384,60.737343,-0.8057,0.011507,busca,0.3507,205.26,0.585
1,2024-01-02 16:50:00,7.193567,60.742926,-0.8057,0.011507,busca,0.359,243.7,0.59
1,2024-01-02 16:55:00,7.188396,60.736961,-0.8057,0.011507,transitando,0.3353,294.98,0.595
1,2024-01-02 17:00:00,7.181575,60.727513,-0.8057,0.011507,busca,0.3678,246.96,0.6
1,2024-01-02 17:05:00,7.18711,60.737711,-0.8057,0.011507,busca,0.481,200.51,0.605
1,2024-01-02 17:10:00,7.18088,60.728558,-0.8057,0.011507,busca,0.5321,40.39,0.61
1,2024-01-02 17:15:00,7.179409,60.728716,-0.8057,0.011507,busca,0.4544,173.01,0.615
1,2024-01-02 17:20:00,7.183929,60.724555,-0.8057,0.011507,busca,0.3878,112.56,0.62
1,2024-01-02 17:25:00,7.187227,60.721552,-0.8057,0.011507,transitando,0.3212,234.61,0.625
1,2024-01-02 17:30:00,7.192474,60.728263,-0.8057,0.011507,transitando,0.346,269.79,0.63
1,2024-01-02 17:35:00,7.189042,60.741032,-0.8057,0.011507,busca,0.4155,135.5,0.635
1,2024-01-02 17:40:00,7.184217,60.738327,-0.8057,0.011507,transitando,0.316,277.44,0.64
1,2024-01-02 17:45:00,7.175012,60.728239,-0.8057,0.011507,transitando,0.3945,140.9,0.645
1,2024-01-02 17:50:00,7.172386,60.733219,-0.8057,0.011507,transitando,0.2861,319.22,0.65
1,2024-01-02 17:55:00,7.174752,60.716447,-0.8057,0.011507,transitando,0.3034,293.95,0.655
1,2024-01-02 18:00:00,7.185382,60.718059,-0.8057,0.011507,transitando,0.3991,232.37,0.66
1,2024-01-02 18:05:00,7.184204,60.727577,-0.8057,0.011507,transitando,0.2841,315.54,0.665
1,2024-01-02 18:10:00,7.190827,60.736981,-0.8057,0.011507,transitando,0.2671,273.46,0.67
1,2024-01-02 18:15:00,7.199661,60.742752,-0.8057,0.011507,transitando,0.3419,246.26,0.675
1,2024-01-02 18:20:00,7.20486,60.750067,-0.8057,0.011507,transitando,0.2845,283.17,0.68
1,2024-01-02 18:25:00,7.217043,60.753247,-0.8057,0.011507,transitando,0.2751,265.34,0.685
1,2024-01-02 18:30:00,7.210448,60.761311,-0.8057,0.011507,transitando,0.3281,231.02,0.69
1,2024-01-02 18:35:00,7.201603,60.756115,-0.8057,0.011507,transitando,0.2648,249.73,0.695
1,2024-01-02 18:40:00,7.20441,60.769388,-0.8057,0.011507,busca,0.4789,196.91,0.7
1,2024-01-02 18:45:00,7.203744,60.764883,-0.8057,0.011507,busca,0.4402,183.22,0.705
1,2024-01-02 18:50:00,7.208896,60.767978,-0.8057,0.011507,busca,0.3966,192.99,0.71
1,2024-01-02 18:55:00,7.204669,60.770415,-0.8057,0.011507,transitando,0.303,224.23,0.715
1,2024-01-02 19:00:00,7.204282,60.778848,-0.8057,0.011507,busca,0.473,144.63,0.72
1,2024-01-02 19:05:00,7.202539,60.785312,-0.8057,0.011507,transitando,0.3437,319.34,0.725
1,2024-01-02 19:10:00,7.211883,60.799261,-0.8057,0.011507,forrageando,0.5423,84.92,0.735
1,2024-01-02 19:15:00,7.210641,60.800036,-0.8057,0.011507,forrageando,0.4226,215.94,0.745
1,2024-01-02 19:20:00,7.214145,60.802661,-0.8057,0.011507,forrageando,0.4975,139.42,0.755
1,2024-01-02 19:25:00,7.214003,60.798224,-0.8057,0.011507,busca,0.4663,124.39,0.76
1,2024-01-02 19:30:00,7.209854,60.799166,-0.8057,0.011507,busca,0.4726,244.9,0.765
1,2024-01-02 19:35:00,7.220797,60.799184,-0.8057,0.011507,busca,0.4064,153.1,0.77
1,2024-01-02 19:40:00,7.21837,60.79396,-0.8057,0.011507,busca,0.2776,249.55,0.775
1,2024-01-02 19:45:00,7.228185,60.792931,-0.8057,0.011507,busca,0.4333,182.95,0.78
1,2024-01-02 19:50:00,7.229418,60.783406,-0.8057,0.011507,busca,0.393,146.9,0.785
1,2024-01-02 19:55:00,7.22742,60.780025,-0.8057,0.011507,busca,0.4002,215.17,0.79
1,2024-01-02 20:00:00,7.222863,60.783491,-0.8057,0.011507,busca,0.4855,242.74,0.795
1,2024-01-02 20:05:00,7.233531,60.791969,-0.8057,0.011507,forrageando,0.5236,61.78,0.805
1,2024-01-02 20:10:00,7.236726,60.789302,-0.8057,0.011507,busca,0.422,158.44,0.81
1,2024-01-02 20:15:00,7.235568,60.793084,-0.8057,0.011507,busca,0.3901,242.87,0.815
1,2024-01-02 20:20:00,7.23282,60.803641,-0.8057,0.011507,busca,0.3491,266.41,0.82
1,2024-01-02 20:25:00,7.225738,60.799029,-0.8057,0.011507,busca,0.3524,237.24,0.825
1,2024-01-02 20:30:00,7.217035,60.797813,-0.8057,0.011507,busca,0.5692,74.89,0.83
1,2024-01-02 20:35:00,7.216103,60.79559,-0.8057,0.011507,busca,0.3458,239.16,0.835
1,2024-01-02 20:40:00,7.206071,60.788943,-0.8057,0.011507,busca,0.2916,262.92,0.84
1,2024-01-02 20:45:00,7.195004,60.7806,-0.8057,0.011507,forrageando,0.5311,53.13,0.85
1,2024-01-02 20:50:00,7.193519,60.780025,-0.8057,0.011507,forrageando,0.4606,126.03,0.86
1,2024-01-02 20:55:00,7.189117,60.779924,-0.8057,0.011507,forrageando,0.318,256.13,0.87
1,2024-01-02 21:00:00,7.182884,60.775615,-0.8057,0.011507,forrageando,0.3109,255.06,0.88
1,2024-01-02 21:05:00,7.172118,60.766036,-0.8057,0.011507,forrageando,0.356,185.81,0.68
1,2024-01-02 21:10:00,7.166476,60.766739,-0.8057,0.011507,busca,0.3868,214.77,0.685
1,2024-01-02 21:15:00,7.162375,60.771886,-0.8057,0.011507,busca,0.422,233.9,0.69
1,2024-01-02 21:20:00,7.15296,60.764283,-0.8057,0.011507,busca,0.4728,229.62,0.695
1,2024-01-02 21:25:00,7.159649,60.766195,-0.8057,0.011507,busca,0.3735,171.24,0.7
1,2024-01-02 21:30:00,7.167741,60.763722,-0.8057,0.011507,busca,0.3702,239.99,0.705
1,2024-01-02 21:35:00,7.174305,60.769521,-0.8057,0.011507,busca,0.4374,196.53,0.71
1,2024-01-02 21:40:00,7.184259,60.767904,-0.8057,0.011507,transitando,0.3129,271.3,0.715
1,2024-01-02 21:45:00,7.178672,60.758717,-0.8057,0.011507,transitando,0.335,270.2,0.72
1,2024-01-02 21:50:00,7.166721,60.764435,-0.8057,0.011507,transitando,0.4503,206.16,0.725
1,2024-01-02 21:55:00,7.16134,60.756832,-0.8057,0.011507,transitando,0.3362,263.9,0.73
