id_tubarao,tempo,timestamp,lat,lon,ssha_ambiente,chlor_a_ambiente,comportamento,p_forrageio
1,2024-01-01 01:55:00,1704084900,-8.008299,57.354779,2.5219,0.13655576,busca,0.5058
1,2024-01-01 02:00:00,1704085200,-8.011479,57.353382,2.5219,0.13655576,busca,0.4744
1,2024-01-01 02:05:00,1704085500,-8.011671,57.35072,2.5219,0.13655576,busca,0.5334
1,2024-01-01 02:10:00,1704085800,-8.015241,57.353214,2.5219,0.13655576,busca,0.4601
1,2024-01-01 02:15:00,1704086100,-8.010255,57.353591,2.5219,0.13655576,busca,0.3972
1,2024-01-01 02:20:00,1704086400,-8.013847,57.354887,2.5219,0.13655576,busca,0.3566
1,2024-01-01 02:25:00,1704086700,-8.020511,57.353068,2.5219,0.13655576,busca,0.4777
1,2024-01-01 02:30:00,1704087000,-8.009337,57.35559,2.5219,0.13655576,busca,0.4265
1,2024-01-01 02:35:00,1704087300,-8.001401,57.360628,2.5167,0.13655576,busca,0.4375
1,2024-01-01 02:40:00,1704087600,-8.000945,57.369201,2.5167,0.13655576,busca,0.3329
1,2024-01-01 02:45:00,1704087900,-7.994211,57.369546,2.5167,0.13655576,busca,0.6692
1,2024-01-01 02:50:00,1704088200,-7.99337,57.369638,2.5167,0.13655576,busca,0.4666
1,2024-01-01 02:55:00,1704088500,-7.999748,57.369629,2.5167,0.13655576,busca,0.4397
1,2024-01-01 03:00:00,1704088800,-8.002701,57.374204,2.5167,0.13655576,busca,0.463
1,2024-01-01 03:05:00,1704089100,-8.006602,57.374328,2.5219,0.13655576,busca,0.4968
1,2024-01-01 03:10:00,1704089400,-8.001793,57.376031,2.5167,0.13655576,busca,0.562
1,2024-01-01 03:15:00,1704089700,-8.003663,57.376741,2.5167,0.13655576,busca,0.5192
1,2024-01-01 03:20:00,1704090000,-8.004842,57.376784,2.5167,0.13655576,busca,0.346
1,2024-01-01 03:25:00,1704090300,-8.00222,57.381802,2.5167,0.13655576,busca,0.427
1,2024-01-01 03:30:00,1704090600,-8.012912,57.381539,2.5219,0.13655576,busca,0.444
1,2024-01-01 03:35:00,1704090900,-8.01443,57.375219,2.5219,0.13655576,busca,0.5886
1,2024-01-01 03:40:00,1704091200,-8.014657,57.372507,2.5219,0.13655576,busca,0.3979
1,2024-01-01 03:45:00,1704091500,-8.010161,57.369088,2.5219,0.13655576,busca,0.4607
1,2024-01-01 03:50:00,1704091800,-8.005374,57.364429,2.5219,0.13655576,busca,0.5744
1,2024-01-01 03:55:00,1704092100,-8.007443,57.363788,2.5219,0.13655576,forrageando,0.5785
1,2024-01-01 04:00:00,1704092400,-8.009454,57.360758,2.5219,0.13655576,forrageando,0.506
1,2024-01-01 04:05:00,1704092700,-8.009701,57.362845,2.5219,0.13655576,forrageando,0.6223
1,2024-01-01 04:10:00,1704093000,-8.009116,57.361697,2.5219,0.13655576,forrageando,0.5083
1,2024-01-01 04:15:00,1704093300,-8.013362,57.361782,2.5219,0.13655576,forrageando,0.4458
1,2024-01-01 04:20:00,1704093600,-8.011103,57.358791,2.5219,0.13655576,forrageando,0.5106
1,2024-01-01 04:25:00,1704093900,-8.009996,57.357109,2.5219,0.13655576,forrageando,0.6387
1,2024-01-01 04:30:00,1704094200,-8.011159,57.360056,2.5219,0.13655576,forrageando,0.4744
1,2024-01-01 04:35:00,1704094500,-8.016988,57.368678,2.5219,0.13655576,forrageando,0.3745
1,2024-01-01 04:40:00,1704094800,-8.019852,57.365246,2.5219,0.13655576,forrageando,0.6049
1,2024-01-01 04:45:00,1704095100,-8.018558,57.365375,2.5219,0.13655576,forrageando,0.5685
1,2024-01-01 04:50:00,1704095400,-8.018839,57.363613,2.5219,0.13655576,forrageando,0.4607
1,2024-01-01 04:55:00,1704095700,-8.024008,57.359613,2.564,0.13655576,forrageando,0.5036
1,2024-01-01 05:00:00,1704096000,-8.022978,57.355996,2.564,0.13655576,forrageando,0.5907
1,2024-01-01 05:05:00,1704096300,-8.024006,57.358431,2.564,0.13655576,forrageando,0.5401
1,2024-01-01 05:10:00,1704096600,-8.026812,57.35593,2.564,0.13655576,forrageando,0.5013
1,2024-01-01 05:15:00,1704096900,-8.02438,57.35245,2.564,0.13655576,forrageando,0.5758
1,2024-01-01 05:20:00,1704097200,-8.026229,57.350548,2.564,0.13655576,forrageando,0.4647
1,2024-01-01 05:25:00,1704097500,-8.031455,57.348904,2.564,0.13655576,forrageando,0.533
1,2024-01-01 05:30:00,1704097800,-8.031051,57.347471,2.564,0.13655576,forrageando,0.666
1,2024-01-01 05:35:00,1704098100,-8.031731,57.345686,2.564,0.13655576,forrageando,0.5602
1,2024-01-01 05:40:00,1704098400,-8.03132,57.341693,2.564,0.13655576,forrageando,0.4896
1,2024-01-01 05:45:00,1704098700,-8.031893,57.336871,2.564,0.13655576,forrageando,0.5258
1,2024-01-01 05:50:00,1704099000,-8.035042,57.336268,2.564,0.13655576,forrageando,0.4799
1,2024-01-01 05:55:00,1704099300,-8.027814,57.33061,2.564,0.13655576,forrageando,0.5047
1,2024-01-01 06:00:00,1704099600,-8.026958,57.332999,2.564,0.13655576,forrageando,0.5561
1,2024-01-01 06:05:00,1704099900,-8.027673,57.330566,2.564,0.13655576,forrageando,0.5126
1,2024-01-01 06:10:00,1704100200,-8.024781,57.328315,2.564,0.13655576,forrageando,0.5922
1,2024-01-01 06:15:00,1704100500,-8.024423,57.326879,2.564,0.13655576,forrageando,0.6526
1,2024-01-01 06:20:00,1704100800,-8.024813,57.32736,2.564,0.13655576,forrageando,0.517
1,2024-01-01 06:25:00,1704101100,-8.02698,57.328822,2.564,0.13655576,forrageando,0.5224
1,2024-01-01 06:30:00,1704101400,-8.02964,57.323969,2.564,0.13655576,forrageando,0.5374
1,2024-01-01 06:35:00,1704101700,-8.032124,57.324572,2.564,0.13655576,forrageando,0.4017
1,2024-01-01 06:40:00,1704102000,-8.031952,57.321397,2.564,0.13655576,forrageando,0.4131
1,2024-01-01 06:45:00,1704102300,-8.027406,57.332327,2.564,0.13655576,forrageando,0.6088
1,2024-01-01 06:50:00,1704102600,-8.028149,57.331864,2.564,0.13655576,forrageando,0.4212
1,2024-01-01 06:55:00,1704102900,-8.024825,57.331542,2.564,0.13655576,forrageando,0.5299
1,2024-01-01 07:00:00,1704103200,-8.022781,57.333995,2.564,0.13655576,forrageando,0.4924
1,2024-01-01 07:05:00,1704103500,-8.030416,57.32258,2.564,0.13655576,forrageando,0.5335
1,2024-01-01 07:10:00,1704103800,-8.029111,57.323177,2.564,0.13655576,forrageando,0.3756
1,2024-01-01 07:15:00,1704104100,-8.032428,57.322539,2.564,0.13655576,forrageando,0.3993
1,2024-01-01 07:20:00,1704104400,-8.033197,57.325698,2.564,0.13655576,forrageando,0.5577
1,2024-01-01 07:25:00,1704104700,-8.033772,57.329875,2.564,0.13655576,forrageando,0.573
1,2024-01-01 07:30:00,1704105000,-8.038117,57.327496,2.5708,0.13655576,forrageando,0.4685
1,2024-01-01 07:35:00,1704105300,-8.036005,57.317726,2.5708,0.13655576,forrageando,0.5481
1,2024-01-01 07:40:00,1704105600,-8.03679,57.31608,2.5708,0.13655576,forrageando,0.5297
1,2024-01-01 07:45:00,1704105900,-8.037197,57.313596,2.5708,0.13655576,forrageando,0.6142
1,2024-01-01 07:50:00,1704106200,-8.038342,57.315717,2.5708,0.13655576,forrageando,0.5938
1,2024-01-01 07:55:00,1704106500,-8.039704,57.311511,2.5708,0.13655576,forrageando,0.6104
1,2024-01-01 08:00:00,1704106800,-8.038636,57.315507,2.5708,0.13655576,forrageando,0.4703
1,2024-01-01 08:05:00,1704107100,-8.03969,57.323743,2.5708,0.13655576,forrageando,0.4091
1,2024-01-01 08:10:00,1704107400,-8.050628,57.325046,2.5708,0.13655576,forrageando,0.5429
1,2024-01-01 08:15:00,1704107700,-8.050395,57.325673,2.5708,0.13655576,forrageando,0.5447
1,2024-01-01 08:20:00,1704108000,-8.050471,57.324255,2.5708,0.13655576,forrageando,0.4469
1,2024-01-01 08:25:00,1704108300,-8.042723,57.326801,2.5708,0.13655576,forrageando,0.512
1,2024-01-01 08:30:00,1704108600,-8.037076,57.324927,2.5708,0.13655576,forrageando,0.3917
1,2024-01-01 08:35:00,1704108900,-8.040993,57.3153,2.5708,0.13655576,forrageando,0.6039
1,2024-01-01 08:40:00,1704109200,-8.040054,57.311403,2.5708,0.13655576,forrageando,0.459
1,2024-01-01 08:45:00,1704109500,-8.047222,57.315848,2.5708,0.13655576,forrageando,0.5559
1,2024-01-01 08:50:00,1704109800,-8.044653,57.312942,2.5708,0.13655576,forrageando,0.5478
1,2024-01-01 08:55:00,1704110100,-8.041789,57.317469,2.5708,0.13655576,forrageando,0.5058
1,2024-01-01 09:00:00,1704110400,-8.045589,57.316747,2.5708,0.13655576,forrageando,0.5342
1,2024-01-01 09:05:00,1704110700,-8.045248,57.315654,2.5708,0.13655576,forrageando,0.4248
1,2024-01-01 09:10:00,1704111000,-8.044055,57.309181,2.5708,0.13655576,forrageando,0.3952
1,2024-01-01 09:15:00,1704111300,-8.040559,57.31143,2.5708,0.13655576,forrageando,0.5411
1,2024-01-01 09:20:00,1704111600,-8.040391,57.310155,2.5708,0.13655576,forrageando,0.4395
1,2024-01-01 09:25:00,1704111900,-8.041013,57.305193,2.5708,0.13655576,forrageando,0.5608
1,2024-01-01 09:30:00,1704112200,-8.042266,57.304962,2.5708,0.13655576,forrageando,0.5241
1,2024-01-01 09:35:00,1704112500,-8.042513,57.305686,2.5708,0.13655576,forrageando,0.463
1,2024-01-01 09:40:00,1704112800,-8.041757,57.308069,2.5708,0.13655576,forrageando,0.3389
1,2024-01-01 09:45:00,1704113100,-8.039752,57.303947,2.5708,0.13655576,forrageando,0.6011
1,2024-01-01 09:50:00,1704113400,-8.036446,57.305755,2.5708,0.13655576,forrageando,0.3988
1,2024-01-01 09:55:00,1704113700,-8.041998,57.305437,2.5708,0.13655576,forrageando,0.5409
1,2024-01-01 10:00:00,1704114000,-8.042361,57.304542,2.5708,0.13655576,forrageando,0.3946
1,2024-01-01 10:05:00,1704114300,-8.044069,57.314543,2.5708,0.13655576,forrageando,0.5172
1,2024-01-01 10:10:00,1704114600,-8.04285,57.315695,2.5708,0.13655576,forrageando,0.3746
1,2024-01-01 10:15:00,1704114900,-8.042083,57.323208,2.5708,0.13655576,forrageando,0.4039
1,2024-01-01 10:20:00,1704115200,-8.044767,57.323068,2.5708,0.13655576,forrageando,0.3515
1,2024-01-01 10:25:00,1704115500,-8.052256,57.334167,2.5708,0.13655576,forrageando,0.3358
1,2024-01-01 10:30:00,1704115800,-8.058432,57.34646,2.5538000000000003,0.13655576,forrageando,0.4298
1,2024-01-01 10:35:00,1704116100,-8.058631,57.340452,2.5538000000000003,0.13655576,forrageando,0.4209
1,2024-01-01 10:40:00,1704116400,-8.054171,57.345718,2.5708,0.13655576,forrageando,0.2358
1,2024-01-01 10:45:00,1704116700,-8.049056,57.348505,2.5708,0.13655576,forrageando,0.3815
1,2024-01-01 10:50:00,1704117000,-8.047997,57.338443,2.5708,0.13655576,forrageando,0.2997
1,2024-01-01 10:55:00,1704117300,-8.047572,57.334582,2.5708,0.13655576,forrageando,0.2905
1,2024-01-01 11:00:00,1704117600,-8.058846,57.327527,2.5538000000000003,0.13655576,forrageando,0.4466
1,2024-01-01 11:05:00,1704117900,-8.067276,57.316078,2.5538000000000003,0.13655576,forrageando,0.4117
1,2024-01-01 11:10:00,1704118200,-8.065572,57.31307,2.5538000000000003,0.13655576,forrageando,0.4569
1,2024-01-01 11:15:00,1704118500,-8.052846,57.309807,2.5538000000000003,0.13655576,forrageando,0.3138
1,2024-01-01 11:20:00,1704118800,-8.043971,57.308369,2.5708,0.13655576,forrageando,0.3183
1,2024-01-01 11:25:00,1704119100,-8.05798,57.301995,2.5538000000000003,0.13655576,forrageando,0.3226
1,2024-01-01 11:30:00,1704119400,-8.051439,57.294281,2.5538000000000003,0.13655576,forrageando,0.2635
1,2024-01-01 11:35:00,1704119700,-8.036901,57.295151,2.5708,0.13655576,forrageando,0.3372
1,2024-01-01 11:40:00,1704120000,-8.029344,57.288013,2.564,0.13655576,forrageando,0.405
1,2024-01-01 11:45:00,1704120300,-8.028113,57.30112,2.564,0.13655576,forrageando,0.436
1,2024-01-01 11:50:00,1704120600,-8.034463,57.300846,2.5708,0.13655576,forrageando,0.3536
1,2024-01-01 11:55:00,1704120900,-8.027444,57.29861,2.564,0.13655576,forrageando,0.3578
1,2024-01-01 12:00:00,1704121200,-8.036265,57.296547,2.5708,0.13655576,forrageando,0.3014
1,2024-01-01 12:05:00,1704121500,-8.038965,57.280162,2.5708,0.13655576,forrageando,0.3863
1,2024-01-01 12:10:00,1704121800,-8.03671,57.287695,2.5708,0.13655576,forrageando,0.36
1,2024-01-01 12:15:00,1704122100,-8.040429,57.280133,2.5708,0.13655576,forrageando,0.2742
1,2024-01-01 12:20:00,1704122400,-8.039876,57.292607,2.5708,0.13655576,forrageando,0.1898
1,2024-01-01 12:25:00,1704122700,-8.027833,57.299467,2.564,0.13655576,forrageando,0.3494
1,2024-01-01 12:30:00,1704123000,-8.031632,57.309739,2.564,0.13655576,forrageando,0.3122
1,2024-01-01 12:35:00,1704123300,-8.042686,57.308713,2.5708,0.13655576,forrageando,0.3139
1,2024-01-01 12:40:00,1704123600,-8.045407,57.295863,2.5708,0.13655576,forrageando,0.4247
1,2024-01-01 12:45:00,1704123900,-8.04135,57.293638,2.5708,0.13655576,forrageando,0.3207
1,2024-01-01 12:50:00,1704124200,-8.053577,57.293869,2.5538000000000003,0.13655576,forrageando,0.3412
1,2024-01-01 12:55:00,1704124500,-8.05476,57.29773,2.5538000000000003,0.13655576,forrageando,0.2376
1,2024-01-01 13:00:00,1704124800,-8.063824,57.302729,2.5538000000000003,0.13655576,forrageando,0.3723
1,2024-01-01 13:05:00,1704125100,-8.060178,57.302323,2.5538000000000003,0.13655576,forrageando,0.3117
1,2024-01-01 13:10:00,1704125400,-8.069392,57.304723,2.5142,0.13655576,forrageando,0.3659
1,2024-01-01 13:15:00,1704125700,-8.065693,57.307934,2.5538000000000003,0.13655576,forrageando,0.275
1,2024-01-01 13:20:00,1704126000,-8.078841,57.309839,2.5142,0.13655576,forrageando,0.2382
1,2024-01-01 13:25:00,1704126300,-8.074475,57.315363,2.5142,0.13655576,forrageando,0.2379
1,2024-01-01 13:30:00,1704126600,-8.081429,57.325298,2.5142,0.13655576,forrageando,0.4041
1,2024-01-01 13:35:00,1704126900,-8.088222,57.325901,2.5142,0.13655576,forrageando,0.2206
1,2024-01-01 13:40:00,1704127200,-8.09128,57.327781,2.5313000000000003,0.13655576,busca,0.2963
1,2024-01-01 13:45:00,1704127500,-8.084392,57.324983,2.5142,0.13655576,busca,0.3513
1,2024-01-01 13:50:00,1704127800,-8.092072,57.315461,2.5313000000000003,0.13655576,busca,0.2549
1,2024-01-01 13:55:00,1704128100,-8.085225,57.311659,2.5142,0.13655576,busca,0.256
1,2024-01-01 14:00:00,1704128400,-8.091145,57.318461,2.5313000000000003,0.13655576,busca,0.3482
1,2024-01-01 14:05:00,1704128700,-8.082082,57.322592,2.5142,0.13655576,busca,0.3862
1,2024-01-01 14:10:00,1704129000,-8.087338,57.330888,2.5142,0.13655576,busca,0.269
1,2024-01-01 14:15:00,1704129300,-8.075871,57.324627,2.5142,0.13655576,busca,0.4516
1,2024-01-01 14:20:00,1704129600,-8.073236,57.330169,2.5142,0.13655576,busca,0.3147
1,2024-01-01 14:25:00,1704129900,-8.081327,57.33175,2.5142,0.13655576,busca,0.3561
1,2024-01-01 14:30:00,1704130200,-8.078216,57.327288,2.5142,0.13655576,busca,0.241
1,2024-01-01 14:35:00,1704130500,-8.069785,57.311111,2.5142,0.13655576,busca,0.2916
1,2024-01-01 14:40:00,1704130800,-8.077344,57.315235,2.5142,0.13655576,busca,0.4219
1,2024-01-01 14:45:00,1704131100,-8.081742,57.317945,2.5142,0.13655576,busca,0.3059
1,2024-01-01 14:50:00,1704131400,-8.079875,57.324313,2.5142,0.13655576,busca,0.2747
1,2024-01-01 14:55:00,1704131700,-8.079362,57.313206,2.5142,0.13655576,busca,0.2412
1,2024-01-01 15:00:00,1704132000,-8.084556,57.311797,2.5142,0.13655576,busca,0.3268
1,2024-01-01 15:05:00,1704132300,-8.079525,57.31896,2.5142,0.13655576,busca,0.345
1,2024-01-01 15:10:00,1704132600,-8.068572,57.326021,2.5538000000000003,0.13655576,busca,0.2975
1,2024-01-01 15:15:00,1704132900,-8.065566,57.316301,2.5538000000000003,0.13655576,busca,0.3637
1,2024-01-01 15:20:00,1704133200,-8.053737,57.309955,2.5538000000000003,0.13655576,busca,0.183
1,2024-01-01 15:25:00,1704133500,-8.041214,57.297694,2.5708,0.13655576,busca,0.2499
1,2024-01-01 15:30:00,1704133800,-8.030719,57.301304,2.564,0.13655576,busca,0.3606
1,2024-01-01 15:35:00,1704134100,-8.020262,57.298807,2.564,0.13655576,busca,0.2614
1,2024-01-01 15:40:00,1704134400,-8.032234,57.292985,2.5708,0.13655576,busca,0.2499
1,2024-01-01 15:45:00,1704134700,-8.02763,57.286668,2.564,0.13655576,busca,0.2529
1,2024-01-01 15:50:00,1704135000,-8.031539,57.272796,2.5708,0.13655576,busca,0.2031
1,2024-01-01 15:55:00,1704135300,-8.042511,57.283276,2.5708,0.13655576,busca,0.2196
1,2024-01-01 16:00:00,1704135600,-8.036813,57.28101,2.5708,0.13655576,busca,0.3094
1,2024-01-01 16:05:00,1704135900,-8.028684,57.283256,2.564,0.13655576,busca,0.3396
1,2024-01-01 16:10:00,1704136200,-8.028168,57.269274,2.5708,0.13655576,busca,0.3319
1,2024-01-01 16:15:00,1704136500,-8.03504,57.283049,2.5708,0.13655576,busca,0.1993
1,2024-01-01 16:20:00,1704136800,-8.05027,57.278408,2.5538000000000003,0.13655576,busca,0.3398
1,2024-01-01 16:25:00,1704137100,-8.06285,57.283387,2.5538000000000003,0.13655576,busca,0.2808
1,2024-01-01 16:30:00,1704137400,-8.077057,57.287451,2.5142,0.13655576,busca,0.3014
1,2024-01-01 16:35:00,1704137700,-8.065042,57.281189,2.5538000000000003,0.13655576,busca,0.3446
1,2024-01-01 16:40:00,1704138000,-8.066518,57.286467,2.5142,0.13655576,busca,0.4154
1,2024-01-01 16:45:00,1704138300,-8.063584,57.288637,2.5538000000000003,0.13655576,busca,0.2806
1,2024-01-01 16:50:00,1704138600,-8.054574,57.298101,2.5538000000000003,0.13655576,transitando,0.3156
1,2024-01-01 16:55:00,1704138900,-8.044589,57.290466,2.5708,0.13655576,transitando,0.3346
1,2024-01-01 17:00:00,1704139200,-8.059482,57.295523,2.5538000000000003,0.13655576,transitando,0.3485
1,2024-01-01 17:05:00,1704139500,-8.054426,57.284415,2.5538000000000003,0.13655576,transitando,0.4017
1,2024-01-01 17:10:00,1704139800,-8.064475,57.285949,2.5538000000000003,0.13655576,transitando,0.3204
1,2024-01-01 17:15:00,1704140100,-8.076445,57.287772,2.5142,0.13655576,transitando,0.3301
1,2024-01-01 17:20:00,1704140400,-8.064992,57.295636,2.5538000000000003,0.13655576,transitando,0.3553
1,2024-01-01 17:25:00,1704140700,-8.061684,57.303153,2.5538000000000003,0.13655576,transitando,0.2465
1,2024-01-01 17:30:00,1704141000,-8.052828,57.310862,2.5538000000000003,0.13655576,transitando,0.3441
1,2024-01-01 17:35:00,1704141300,-8.054779,57.320129,2.5538000000000003,0.13655576,transitando,0.3375
1,2024-01-01 17:40:00,1704141600,-8.054753,57.331813,2.5538000000000003,0.13655576,transitando,0.3738
1,2024-01-01 17:45:00,1704141900,-8.050572,57.334296,2.5708,0.13655576,transitando,0.4569
1,2024-01-01 17:50:00,1704142200,-8.054784,57.329811,2.5538000000000003,0.13655576,transitando,0.4086
1,2024-01-01 17:55:00,1704142500,-8.060319,57.332363,2.5538000000000003,0.13655576,transitando,0.3866
1,2024-01-01 18:00:00,1704142800,-8.05451,57.325539,2.5538000000000003,0.13655576,transitando,0.3566
1,2024-01-01 18:05:00,1704143100,-8.044154,57.330545,2.5708,0.13655576,transitando,0.3555
1,2024-01-01 18:10:00,1704143400,-8.036615,57.330463,2.5708,0.13655576,transitando,0.4247
1,2024-01-01 18:15:00,1704143700,-8.037833,57.335604,2.5708,0.13655576,transitando,0.3263
1,2024-01-01 18:20:00,1704144000,-8.048423,57.334269,2.5708,0.13655576,transitando,0.3505
1,2024-01-01 18:25:00,1704144300,-8.052991,57.338508,2.5708,0.13655576,transitando,0.3784
1,2024-01-01 18:30:00,1704144600,-8.054549,57.327271,2.5538000000000003,0.13655576,transitando,0.4062
1,2024-01-01 18:35:00,1704144900,-8.059777,57.332552,2.5538000000000003,0.13655576,transitando,0.2737
1,2024-01-01 18:40:00,1704145200,-8.047686,57.329313,2.5708,0.13655576,transitando,0.3403
1,2024-01-01 18:45:00,1704145500,-8.039943,57.320541,2.5708,0.13655576,transitando,0.3125
1,2024-01-01 18:50:00,1704145800,-8.040472,57.333047,2.5708,0.13655576,transitando,0.3035
1,2024-01-01 18:55:00,1704146100,-8.038321,57.342416,2.5708,0.13655576,transitando,0.24
1,2024-01-01 19:00:00,1704146400,-8.043487,57.328207,2.5708,0.13655576,transitando,0.3316
1,2024-01-01 19:05:00,1704146700,-8.053634,57.326716,2.5708,0.13655576,transitando,0.2847
1,2024-01-01 19:10:00,1704147000,-8.053772,57.317463,2.5538000000000003,0.13655576,transitando,0.2914
1,2024-01-01 19:15:00,1704147300,-8.059553,57.325306,2.5538000000000003,0.13655576,transitando,0.3139
1,2024-01-01 19:20:00,1704147600,-8.058197,57.313719,2.5538000000000003,0.13655576,transitando,0.2248
1,2024-01-01 19:25:00,1704147900,-8.045952,57.318346,2.5708,0.13655576,transitando,0.3328
1,2024-01-01 19:30:00,1704148200,-8.033729,57.329445,2.564,0.13655576,transitando,0.2983
1,2024-01-01 19:35:00,1704148500,-8.038929,57.342765,2.5708,0.13655576,transitando,0.5086
1,2024-01-01 19:40:00,1704148800,-8.03754,57.342933,2.564,0.13655576,transitando,0.3941
1,2024-01-01 19:45:00,1704149100,-8.032196,57.349579,2.564,0.13655576,transitando,0.3961
1,2024-01-01 19:50:00,1704149400,-8.029439,57.354306,2.564,0.13655576,transitando,0.3209
1,2024-01-01 19:55:00,1704149700,-8.039611,57.346158,2.5708,0.13655576,transitando,0.206
1,2024-01-01 20:00:00,1704150000,-8.039769,57.334062,2.5708,0.13655576,transitando,0.269
1,2024-01-01 20:05:00,1704150300,-8.029551,57.339251,2.564,0.13655576,transitando,0.3212
1,2024-01-01 20:10:00,1704150600,-8.026288,57.327879,2.564,0.13655576,transitando,0.3165
1,2024-01-01 20:15:00,1704150900,-8.018383,57.334617,2.564,0.13655576,transitando,0.2654
1,2024-01-01 20:20:00,1704151200,-8.021196,57.345962,2.564,0.13655576,transitando,0.3064
1,2024-01-01 20:25:00,1704151500,-8.026116,57.356459,2.564,0.13655576,transitando,0.4086
1,2024-01-01 20:30:00,1704151800,-8.027605,57.350704,2.564,0.13655576,transitando,0.3824
1,2024-01-01 20:35:00,1704152100,-8.033063,57.35779,2.564,0.13655576,transitando,0.2691
1,2024-01-01 20:40:00,1704152400,-8.038757,57.347578,2.5708,0.13655576,transitando,0.356
1,2024-01-01 20:45:00,1704152700,-8.032269,57.338169,2.564,0.13655576,transitando,0.426
1,2024-01-01 20:50:00,1704153000,-8.041757,57.335499,2.5708,0.13655576,transitando,0.3505
1,2024-01-01 20:55:00,1704153300,-8.045709,57.340271,2.5708,0.13655576,transitando,0.2995
1,2024-01-01 21:00:00,1704153600,-8.03912,57.328746,2.5708,0.13655576,transitando,0.2319
1,2024-01-01 21:05:00,1704153900,-8.02947,57.326843,2.564,0.13655576,transitando,0.4955
1,2024-01-01 21:10:00,1704154200,-8.025805,57.330964,2.564,0.13655576,transitando,0.3681
1,2024-01-01 21:15:00,1704154500,-8.034914,57.328233,2.564,0.13655576,transitando,0.2607
1,2024-01-01 21:20:00,1704154800,-8.022907,57.327409,2.564,0.13655576,transitando,0.4065
1,2024-01-01 21:25:00,1704155100,-8.019775,57.322523,2.564,0.13655576,transitando,0.3027
1,2024-01-01 21:30:00,1704155400,-8.019894,57.31104,2.564,0.13655576,transitando,0.3398
1,2024-01-01 21:35:00,1704155700,-8.019914,57.300243,2.564,0.13655576,transitando,0.3197
1,2024-01-01 21:40:00,1704156000,-8.025512,57.290409,2.564,0.13655576,transitando,0.3365
1,2024-01-01 21:45:00,1704156300,-8.018198,57.2977,2.564,0.13655576,transitando,0.3311
1,2024-01-01 21:50:00,1704156600,-8.007242,57.304201,2.5219,0.13655576,transitando,0.3419
1,2024-01-01 21:55:00,1704156900,-7.998209,57.313571,2.5219,0.13655576,transitando,0.3792
1,2024-01-01 22:00:00,1704157200,-8.001111,57.304832,2.5219,0.13655576,transitando,0.351
1,2024-01-01 22:05:00,1704157500,-7.992582,57.306448,2.5167,0.13655576,transitando,0.3303
1,2024-01-01 22:10:00,1704157800,-7.983523,57.310594,2.5167,0.13655576,transitando,0.2306
1,2024-01-01 22:15:00,1704158100,-7.978435,57.302166,2.5167,0.13655576,transitando,0.3511
1,2024-01-01 22:20:00,1704158400,-7.970245,57.305533,2.519,0.13655576,transitando,0.4795
1,2024-01-01 22:25:00,1704158700,-7.975317,57.308346,2.519,0.13655576,transitando,0.2461
